c_ClaveProdServ,Descripción,Fecha Inicio Vigencia,Fecha Fin Vigencia,Incluir IVA trasladado,Incluir IEPS trasladado
49241703,Soplador de spa,10/1/2016,,Opcional,No
49241704,Kit o soluciones de prueba de agua,10/1/2016,,Opcional,No
49241705,Limpiador automático de piscinas,10/1/2016,,Opcional,No
49241706,Cobija solar,10/1/2016,,Opcional,No
49241707,Caldera para piscinas o spa,10/1/2016,,Opcional,No
49241708,Generador de ozono,10/1/2016,,Opcional,No
49241709,Rieles para cortinas solares,10/1/2016,,Opcional,No
49241710,Almohada para spa,10/1/2016,,Opcional,No
49241711,Cubiertas para spa,10/1/2016,,Opcional,No
49241712,Químicos para piscinas o piscinas de hidromasaje,10/1/2016,,Opcional,No
49241800,Equipos de sauna,10/1/2016,,Opcional,No
49241801,Caldera para sauna,10/1/2016,,Opcional,No
50101700,Frutos secos,10/1/2016,,Opcional,No
50101716,Nueces y semillas enteras,10/1/2016,,Opcional,No
50101717,Nueces y semillas sin cascara,10/1/2016,,Opcional,No
50111500,Carne y aves de corral,10/1/2016,,Opcional,No
50111513,"Carne, mínimamente procesada sin aditivos",10/1/2016,,Opcional,No
50111514,"Cerdo, mínimamente procesado sin aditivos",10/1/2016,,Opcional,No
50111515,"Pollo, mínimamente procesado sin aditivos",10/1/2016,,Opcional,No
50111516,"Carne, mínimamente procesado con aditivos",10/1/2016,,Opcional,No
50111517,"Ternera, mínimamente procesado sin aditivos",10/1/2016,,Opcional,No
50111518,"Ternera, mínimamente procesado con aditivos",10/1/2016,,Opcional,No
50111519,"Cerdo, mínimamente procesado con aditivos",10/1/2016,,Opcional,No
50111520,"Pollo, mínimamente procesado con aditivos",10/1/2016,,Opcional,No
50111521,"Pavo, mínimamente procesado sin aditivos",10/1/2016,,Opcional,No
50111522,"Pavo, mínimamente procesado con aditivos",10/1/2016,,Opcional,No
50111523,"Cordero , mínimamente procesado sin aditivos",10/1/2016,,Opcional,No
50111524,"Cordero , mínimamente procesado con aditivos",10/1/2016,,Opcional,No
50111525,"Chivo, mínimamente procesado sin aditivos",10/1/2016,,Opcional,No
50111526,"Chivo, mínimamente procesado con aditivos",10/1/2016,,Opcional,No
50111527,"Carne especializada, mínimamente procesada sin aditivos",10/1/2016,,Opcional,No
50111528,"Carne especializada , mínimamente procesado con aditivos",10/1/2016,,Opcional,No
50111529,"Aves especializadas, mínimamente procesada sin aditivos",10/1/2016,,Opcional,No
50111530,"Aves especializadas, mínimamente procesada con aditivos",10/1/2016,,Opcional,No
50111531,"Carne especial mixta, mínimamente procesada sin aditivos",10/1/2016,,Opcional,No
50111532,"Carne especial mixta, mínimamente procesada con aditivos",10/1/2016,,Opcional,No
50111533,"Pato, mínimamente procesada con aditivos",10/1/2016,,Opcional,No
50111534,"Pato, mínimamente procesada sin aditivos",10/1/2016,,Opcional,No
50111535,"Caballo,  mínimamente procesada sin aditivos",10/1/2016,,Opcional,No
50111536,"Caballo, mínimamente procesada con aditivos",10/1/2016,,Opcional,No
50111537,"Conejo, mínimamente procesada sin aditivos",10/1/2016,,Opcional,No
50111538,"Conejo, , mínimamente procesada con aditivos",10/1/2016,,Opcional,No
50111539,"Rana,, mínimamente procesada sin aditivos",10/1/2016,,Opcional,No
50111540,"Rana, mínimamente procesada con aditivos",10/1/2016,,Opcional,No
50111541,"Caracol de tierra, mínimamente procesada sin aditivos",10/1/2016,,Opcional,No
50111542,"Caracol de tierra,  mínimamente procesada con aditivos",10/1/2016,,Opcional,No
50111543,"Culebra, mínimamente procesada sin aditivos",10/1/2016,,Opcional,No
50111544,"Culebra,  mínimamente procesada con aditivos",10/1/2016,,Opcional,No
50111545,"Tortuga, mínimamente procesada sin aditivos",10/1/2016,,Opcional,No
50111546,"Tortuga, mínimamente procesada con aditivos",10/1/2016,,Opcional,No
50111547,"Bisonte o búfalo, mínimamente procesada sin aditivos",10/1/2016,,Opcional,No
50111548,"Bisonte o búfalo, mínimamente procesada con aditivos",10/1/2016,,Opcional,No
50111549,"Llama o alpaca, mínimamente procesada sin aditivos",10/1/2016,,Opcional,No
50111550,"Llama o alpaca, mínimamente procesada con aditivos",10/1/2016,,Opcional,No
50111551,"Ganso, mínimamente procesada sin aditivos",10/1/2016,,Opcional,No
50111552,"Ganso, , mínimamente procesada con aditivos",10/1/2016,,Opcional,No
50111553,"Avestruz, mínimamente procesada sin aditivos",10/1/2016,,Opcional,No
50111554,"Avestruz, mínimamente procesada con aditivos",10/1/2016,,Opcional,No
50111555,"Jabalí, mínimamente procesada sin aditivos",10/1/2016,,Opcional,No
50111556,"Jabalí, mínimamente procesada con aditivos",10/1/2016,,Opcional,No
50111557,"Venado, mínimamente procesada sin aditivos",10/1/2016,,Opcional,No
50111558,"Venado, mínimamente procesada con aditivos",10/1/2016,,Opcional,No
50111559,"Faisán, mínimamente procesada sin aditivos",10/1/2016,,Opcional,No
50111560,"Faisán, mínimamente procesada con aditivos",10/1/2016,,Opcional,No
50111561,"Codorniz, mínimamente procesada sin aditivos",10/1/2016,,Opcional,No
50111562,"Codorniz, mínimamente procesada con aditivos",10/1/2016,,Opcional,No
50112000,Carnes procesadas y preparadas,10/1/2016,,Opcional,No
50112004,"Carne, procesada sin aditivos",10/1/2016,,Opcional,No
50112005,"Carne, procesada con aditivos",10/1/2016,,Opcional,No
50112006,Ternera. procesada sin aditivos,10/1/2016,,Opcional,No
50112007,"Ternera, procesada con aditivos",10/1/2016,,Opcional,No
50112008,"Cerdo, procesado sin aditivos",10/1/2016,,Opcional,No
50112009,"Cerdo, procesado con aditivos",10/1/2016,,Opcional,No
50112010,"Pollo, procesado sin aditivos",10/1/2016,,Opcional,No
50112011,"Pollo, procesado con aditivos",10/1/2016,,Opcional,No
50112012,"Pavo, procesado sin aditivos",10/1/2016,,Opcional,No
50112013,"Pavo, procesado con aditivos",10/1/2016,,Opcional,No
50112014,"Cordero, procesado sin aditivos",10/1/2016,,Opcional,No
50112015,"Cordero, procesado con aditivos",10/1/2016,,Opcional,No
50112016,Chivo. procesado sin aditivos,10/1/2016,,Opcional,No
50112017,"Chivo, procesado con aditivos",10/1/2016,,Opcional,No
50112018,"Carne especializada, procesada sin aditivo",10/1/2016,,Opcional,No
50112019,"Carne especializada, procesada con aditivo",10/1/2016,,Opcional,No
50112020,"Aves especializadas, procesada sin aditivos",10/1/2016,,Opcional,No
50112021,"Aves especializadas, procesada con aditivos",10/1/2016,,Opcional,No
50112022,"Carne especializada mixta, procesada sin aditivos",10/1/2016,,Opcional,No
50112023,"Carne especializada mixta, procesada con aditivos",10/1/2016,,Opcional,No
50112024,"Pato, procesado con aditivos",10/1/2016,,Opcional,No
50112025,"Pato, procesado sin aditivos",10/1/2016,,Opcional,No
50112026,"Caballo, procesado sin aditivos",10/1/2016,,Opcional,No
50112027,"Caballo, procesado con aditivos",10/1/2016,,Opcional,No
50112028,"Conejo, procesado sin aditivos",10/1/2016,,Opcional,No
50112029,"Conejo, procesado con aditivos",10/1/2016,,Opcional,No
50112030,"Rana, procesado sin aditivos",10/1/2016,,Opcional,No
50112031,"Rana, procesado con aditivos",10/1/2016,,Opcional,No
50112032,"Caracol de tierra, procesado sin aditivos",10/1/2016,,Opcional,No
50112033,"Caracol de tierra, procesado con aditivo",10/1/2016,,Opcional,No
50112034,"Culebra, procesado, sin aditivos",10/1/2016,,Opcional,No
50112035,"Culebra, procesado con aditivos",10/1/2016,,Opcional,No
50112036,"Tortuga, procesada sin aditivos",10/1/2016,,Opcional,No
50112037,"Tortuga, procesada con aditivos",10/1/2016,,Opcional,No
50112038,"Visón  o búfalo, procesado sin aditivos",10/1/2016,,Opcional,No
50112039,"Visón  o búfalo, procesado con aditivos",10/1/2016,,Opcional,No
50112040,"Llama o alpaca, procesado sin aditivos",10/1/2016,,Opcional,No
50112041,"Llama o alpaca, procesado con aditivos",10/1/2016,,Opcional,No
50112042,"Ganso, procesado sin aditivos",10/1/2016,,Opcional,No
50112043,"Ganso, procesado con aditivos",10/1/2016,,Opcional,No
50112044,"Avestruz, procesado sin aditivos",10/1/2016,,Opcional,No
50112045,"Avestruz, procesado con aditivos",10/1/2016,,Opcional,No
50112046,"Jabalí, procesado sin aditivos",10/1/2016,,Opcional,No
50112047,"Jabalí, procesado con aditivos",10/1/2016,,Opcional,No
50112048,"Venado, procesado sin aditivos",10/1/2016,,Opcional,No
50112049,"Venado, procesado con aditivos",10/1/2016,,Opcional,No
50112050,"Faisán,  procesado sin aditivos",10/1/2016,,Opcional,No
50112051,"Faisán, procesado con aditivos",10/1/2016,,Opcional,No
50112052,"Codorniz, procesado sin aditivos",10/1/2016,,Opcional,No
50112053,"Codorniz, procesado con aditivos",10/1/2016,,Opcional,No
50121500,Pescado,10/1/2016,,Opcional,No
50121537,Pescado congelado,10/1/2016,,Opcional,No
50121538,Pescado almacenado en repisa,10/1/2016,,Opcional,No
50121539,Pescado fresco,10/1/2016,,Opcional,No
50121600,Marisco fresco,10/1/2016,,Opcional,No
50121611,Mariscos frescos,10/1/2016,,Opcional,No
50121612,Mariscos congelados,10/1/2016,,Opcional,No
50121613,Mariscos almacenados en repisa,10/1/2016,,Opcional,No
50121700,Invertebrados acuáticos,10/1/2016,,Opcional,No
50121705,Invertebrados acuáticos frescos,10/1/2016,,Opcional,No
50121706,Invertebrados acuáticos congelados,10/1/2016,,Opcional,No
50121707,Invertebrados acuáticos almacenado en repisa,10/1/2016,,Opcional,No
50121800,Plantas acuáticas,10/1/2016,,Opcional,No
50121802,Plantas acuáticas frescas,10/1/2016,,Opcional,No
50121803,Plantas acuáticas congeladas,10/1/2016,,Opcional,No
50121804,Plantas acuáticas almacenadas en repisa,10/1/2016,,Opcional,No
50121900,Pescados y mariscos preservados en sal,10/1/2016,,Opcional,No
50121901,Pulpo en escabeche,10/1/2016,,Opcional,No
50121902,Huevos de abadejo salado,10/1/2016,,Opcional,No
50121903,Camarón salado,10/1/2016,,Opcional,No
50131600,Huevos y sustitutos,10/1/2016,,Opcional,No
50131609,Huevos preparados,10/1/2016,,Opcional,No
50131612,Huevos en la cascara de gallina,10/1/2016,,Opcional,No
50131613,Huevos en la cascara  de pato,10/1/2016,,Opcional,No
50131614,Huevos en la cascara de emú,10/1/2016,,Opcional,No
50131615,Huevos en la cascara de ganso,10/1/2016,,Opcional,No
50131616,Huevos en la cascara de gallineta,10/1/2016,,Opcional,No
50131617,Huevos en la cascara de avestruz,10/1/2016,,Opcional,No
50131618,Huevos en la cascara codorniz,10/1/2016,,Opcional,No
50131619,Huevos en la cascara de ñandú,10/1/2016,,Opcional,No
50131620,Huevos en la cascara de paloma,10/1/2016,,Opcional,No
50131621,Huevos en la cascara de pavo,10/1/2016,,Opcional,No
50131622,Huevos en la cascara de pájaros especializados,10/1/2016,,Opcional,No
50131623,Huevos con cascara sin clasificación de gallina,10/1/2016,,Opcional,No
50131624,Huevos con cascara sin clasificación de aves que son distintas de gallina,10/1/2016,,Opcional,No
50131625,Huevos industriales revisados y sucios de gallina,10/1/2016,,Opcional,No
50131626,Huevos industriales revisados y sucios que son distintas de gallina,10/1/2016,,Opcional,No
50131627,Huevos cocidos de gallina,10/1/2016,,Opcional,No
50131628,Huevos cocidos distintos de gallina,10/1/2016,,Opcional,No
50131629,Productos derivados de huevos y sustitutos de gallina,10/1/2016,,Opcional,No
50131630,Huevos de gallina deshidratados,10/1/2016,,Opcional,No
50131631,Productos derivados de huevos y sustitutos de aves distinto a gallina,10/1/2016,,Opcional,No
50131632,Huevos distinto a gallina deshidratados,10/1/2016,,Opcional,No
50131633,Extracto de huevo de gallina,10/1/2016,,Opcional,No
50131634,Extracto de huevo de aves distinto a gallina,10/1/2016,,Opcional,No
50131635,Imitación de huevo,10/1/2016,,Opcional,No
50131700,Productos de leche y mantequilla,10/1/2016,,Opcional,No
50131701,Productos de leche o mantequilla frescos,10/1/2016,,Opcional,No
50131702,Productos de leche o mantequilla de estante,10/1/2016,,Opcional,No
50131703,Productos de leche o mantequilla congelados,10/1/2016,,Opcional,No
50131704,Leche en polvo,10/1/2016,,Opcional,No
50131705,Proteína de suero de leche,10/1/2016,,Opcional,No
50131706,Lactosa,10/1/2016,,Opcional,No
50131800,Queso,10/1/2016,,Opcional,No
50131801,Queso natural,10/1/2016,,Opcional,No
50131802,Queso procesado,10/1/2016,,Opcional,No
50131803,Imitación de queso,10/1/2016,,Opcional,No
50151500,Grasas y aceites vegetales comestibles,10/1/2016,,Opcional,No
50151513,Aceites vegetales o  de planta comestibles,10/1/2016,,Opcional,No
50151514,Grasas saturadas de vegetales o plantas comestibles,10/1/2016,,Opcional,No
50151515,Leche de soya,10/1/2016,,Opcional,No
50151600,Grasas y aceites animales comestibles,10/1/2016,,Opcional,No
50151604,Aceites animal comestibles,10/1/2016,,Opcional,No
50151605,Grasa saturada animal comestibles,10/1/2016,,Opcional,No
50161500,"Chocolates, azúcares, edulcorantes productos",10/1/2016,,Opcional,Opcional
50161509,Azucares naturales o productos endulzantes,10/1/2016,,Opcional,Opcional
50161510,Endulzantes artificiales,10/1/2016,,Opcional,No
50161511,Chocolate o sustituto de chocolate,10/1/2016,,Opcional,Opcional
50161512,Almíbar,10/1/2016,,Opcional,Opcional
50161800,Productos de confitería,10/1/2016,,Opcional,Opcional
50161813,"Chocolate o sustituto de chocolate, confite",10/1/2016,,Opcional,Opcional
50161814,"Azúcar o sustituto de azúcar, confite",10/1/2016,,Opcional,Opcional
50161815,Goma de mascar,10/1/2016,,Opcional,Opcional
50161900,Productos de azúcar,10/1/2016,,Opcional,Opcional
50171500,Hierbas y especias y extractos,10/1/2016,,Opcional,No
50171548,Hierbas frescas,10/1/2016,,Opcional,No
50171550,Especies o extractos,10/1/2016,,Opcional,No
50171551,Sal de mesa,10/1/2016,,Opcional,No
50171552,Mezcla para adobar,10/1/2016,,Opcional,No
50171553,Polvo de pimentón rojo,10/1/2016,,Opcional,No
50171554,Tallo de hierbas y semillas para infusiones,10/1/2016,,Opcional,No
50171700,Vinagres y vinos de cocinar,10/1/2016,,Opcional,No
50171707,Vinagres,10/1/2016,,Opcional,No
50171708,Vinos para cocinar,10/1/2016,,Opcional,No
50171800,Salsas y condimentos y productos para untar,10/1/2016,,Opcional,No
50171830,Salsas o condimentos o cremas de untar o marinados,10/1/2016,,Opcional,No
50171831,Salsas para cocinar,10/1/2016,,Opcional,No
50171832,Salsas para ensaladas o dips,10/1/2016,,Opcional,No
50171833,Cremas de untar saladas o patés,10/1/2016,,Opcional,No
50171834,Pasta de frijol chino,10/1/2016,,Opcional,No
50171900,Salmuera y salsa y aceitunas,10/1/2016,,Opcional,No
50171901,Encurtidos,10/1/2016,,Opcional,No
50171902,Condimento,10/1/2016,,Opcional,No
50171904,Conserva,10/1/2016,,Opcional,No
50172000,Productos de fríjol de soya fermentados,10/1/2016,,Opcional,No
50172001,Salsa soya,10/1/2016,,Opcional,No
50172002,Pasta de pimientos picantes basada en soya,10/1/2016,,Opcional,No
50172003,Pasta de frijol de soya,10/1/2016,,Opcional,No
50172004,Pasta mixta basada en soya,10/1/2016,,Opcional,No
50172005,Mejoo o frijol de soya fermentado,10/1/2016,,Opcional,No
50172006,Queso de soya,10/1/2016,,Opcional,No
50181700,Suministros y mezclas para hornear,10/1/2016,,Opcional,No
50181708,Mezclas para hornear,10/1/2016,,Opcional,No
50181709,Suministros para hornear,10/1/2016,,Opcional,No
50181900,"Pan, galletas y pastelitos dulces",10/1/2016,,Opcional,Opcional
50181901,Pan fresco,10/1/2016,,Opcional,No
50181902,Pan congelado,10/1/2016,,Opcional,No
50181903,Galletas sencillas de sal,10/1/2016,,Opcional,No
50181904,Pan seco o cascaras de pan o pan tostado ( crotones),10/1/2016,,Opcional,No
50181905,Galletas de dulce,10/1/2016,,Opcional,Opcional
50181906,Pan de repisa,10/1/2016,,Opcional,No
50181907,Maza congelada para galletas,10/1/2016,,Opcional,No
50181908,Maza congelada para pan,10/1/2016,,Opcional,No
50181909,Galletas de soda,10/1/2016,,Opcional,No
50182000,Tartas y empanadas y pastas,10/1/2016,,Opcional,No
50182001,Ponqués pasteles o biscochos frescos,10/1/2016,,Opcional,No
50182002,Ponqués pasteles o biscochos congelados,10/1/2016,,Opcional,No
50182003,Maza para pastelería congelada,10/1/2016,,Opcional,No
50182004,Maza para galletas de soda congelada,10/1/2016,,Opcional,No
50182005,Galletas de arroz,10/1/2016,,Opcional,No
50191500,Sopas y estofados,10/1/2016,,Opcional,No
50191505,Sopas o sudados preparados fresco,10/1/2016,,Opcional,No
50191506,Sopas o sudados preparados congelados,10/1/2016,,Opcional,No
50191507,Sopas o sudados preparados de repisa,10/1/2016,,Opcional,No
50192100,Botanas,10/1/2016,,Opcional,Opcional
50192109,Papas fritas de talego o mezclas,10/1/2016,,Opcional,No
50192110,Nueces o fruta disecada,10/1/2016,,Opcional,No
50192111,Carne seca o procesada,10/1/2016,,Opcional,No
50192112,Maíz pira,10/1/2016,,Opcional,No
50192113,Mariscos y filete de pescado seco,10/1/2016,,Opcional,No
50192300,Postres y decoraciones de postres,10/1/2016,,Opcional,Opcional
50192301,Postres preparados,10/1/2016,,Opcional,Opcional
50192302,Complementos de postres,10/1/2016,,Opcional,Opcional
50192303,Helado de sabor o helado o postre de helado o yogurt congelado,10/1/2016,,Opcional,Opcional
50192304,Conos o copas de helado comestibles,10/1/2016,,Opcional,Opcional
50192400,Mermeladas y gelatinas y pastas de untar de nuez y dulce y conservas de fruta,10/1/2016,,Opcional,Opcional
50192401,Mermeladas o preservativos de fruta,10/1/2016,,Opcional,Opcional
50192402,Mantequilla de nueces o mixto,10/1/2016,,Opcional,Opcional
50192403,Miel,10/1/2016,,Opcional,Opcional
50192404,Cristales de gelatina o mermelada,10/1/2016,,Opcional,Opcional
50192405,Gelatina real procesada,10/1/2016,,Opcional,No
50192406,Gelatina de almidón de nuez,10/1/2016,,Opcional,No
50192500,Sándwiches y panecillos con relleno,10/1/2016,,Opcional,No
50192501,Emparedados frescos,10/1/2016,,Opcional,No
50192502,Emparedados congelados,10/1/2016,,Opcional,No
50192503,Rellenos frescos para emparedados,10/1/2016,,Opcional,No
50192504,Rellenos congelados para emparedados,10/1/2016,,Opcional,No
50192600,Acompañamientos preparados,10/1/2016,,Opcional,No
50192601,Papas preparadas frescas o arroz o pasta o relleno,10/1/2016,,Opcional,No
50192602,Papas preparadas y congeladas o arroz o pasta o relleno,10/1/2016,,Opcional,No
50192603,Papas preparadas de repisa o arroz o pasta o relleno,10/1/2016,,Opcional,No
50192700,Platos combinados empaquetados,10/1/2016,,Opcional,No
50192701,Comidas combinadas frescas,10/1/2016,,Opcional,No
50192702,Comidas combinadas congeladas,10/1/2016,,Opcional,No
50192703,Comidas combinadas de repisa,10/1/2016,,Opcional,No
50192800,Empanadas y quiches y pasteles,10/1/2016,,Opcional,No
50192801,Pasteles de sal frescos,10/1/2016,,Opcional,No
50192802,Pasteles de sal congelados,10/1/2016,,Opcional,No
50192803,Pasteles de sal de repisa,10/1/2016,,Opcional,No
50192900,Pasta o tallarines natural,10/1/2016,,Opcional,No
50192901,Pasta sencilla o fideos,10/1/2016,,Opcional,No
50192902,Pasta o fideos de repisa,10/1/2016,,Opcional,No
50193000,Bebidas y Comidas Infantiles,10/1/2016,,Opcional,No
50193001,Comida para infante,10/1/2016,,Opcional,No
50193002,Bebidas para infantes,10/1/2016,,Opcional,No
50193100,Materiales y mezclas instantáneas,10/1/2016,,Opcional,Opcional
50193101,Mezcla de botanas instantáneas,10/1/2016,,Opcional,Opcional
50193102,Mezcla  de postres,10/1/2016,,Opcional,Opcional
50193103,Mezcla de salsa,10/1/2016,,Opcional,No
50193104,Base para sopas,10/1/2016,,Opcional,No
50193105,Mezcla para rebosar o de pan,10/1/2016,,Opcional,No
50193106,Puré instantáneo,10/1/2016,,Opcional,No
50193107,Puré de papa instantáneo,10/1/2016,,Opcional,No
50193108,Puré preparado de varios vegetales,10/1/2016,,Opcional,No
50193200,Ensaladas preparadas,10/1/2016,,Opcional,No
50193201,Ensalada fresca preparada,10/1/2016,,Opcional,No
50193202,Ensalada preparada congelada,10/1/2016,,Opcional,No
50193203,Ensalada fresca de repisa,10/1/2016,,Opcional,No
50201700,Café y té,10/1/2016,,Opcional,No
50201706,Café,10/1/2016,,Opcional,No
50201707,Sustituto de café,10/1/2016,,Opcional,No
50201708,Bebida de café,10/1/2016,,Opcional,Opcional
50201709,Café instantáneo,10/1/2016,,Opcional,No
50201710,Té de hoja,10/1/2016,,Opcional,No
50201711,Té instantáneo,10/1/2016,,Opcional,No
50201712,Bebidas de té,10/1/2016,,Opcional,Opcional
50201713,Bolsas de té,10/1/2016,,Opcional,No
50201714,Cremas no lácteas,10/1/2016,,Opcional,No
50201715,Té de frutas,10/1/2016,,Opcional,No
50202200,Bebidas alcohólicas,10/1/2016,,Opcional,Opcional
50202201,Cerveza,10/1/2016,,Opcional,Opcional
50202202,Cidra,10/1/2016,,Opcional,No
50202203,Vino,10/1/2016,,Opcional,No
50202204,Vino fortificado,10/1/2016,,Opcional,No
50202205,Vino espumoso,10/1/2016,,Opcional,No
50202206,Licor destilado,10/1/2016,,Opcional,No
50202207,Cocteles de alcohol o bebidas mixtas,10/1/2016,,Opcional,Opcional
50202208,Takju - vino de arroz coreano,10/1/2016,,Opcional,No
50202209,Soju - bebida destilada de grano,10/1/2016,,Opcional,Opcional
50202210,Vino de arroz,10/1/2016,,Opcional,No
50202300,Bebidas no alcohólicas,10/1/2016,,Opcional,Opcional
50202301,Agua,10/1/2016,,Opcional,No
50202302,Hielo,10/1/2016,,Opcional,No
50202303,Jugos congelados,10/1/2016,,Opcional,No
50202304,Jugos de repisa,10/1/2016,,Opcional,No
50202305,Jugo fresco,10/1/2016,,Opcional,No
50202306,Refrescos,10/1/2016,,Opcional,No
50202307,Bebida de chocolate o malta u otros,10/1/2016,,Opcional,Opcional
50202308,Cocteles libre de alcohol o mezcla de bebidas,10/1/2016,,Opcional,Opcional
50202309,Bebidas deportivas o de energía,10/1/2016,,Opcional,Opcional
50202310,Agua mineral,10/1/2016,,Opcional,No
50202311,Bebida mixta de polvo,10/1/2016,,Opcional,Opcional
50202400,Jugos o concentrados de cítricos frescos,10/1/2016,,Opcional,No
50202401,Jugo de mandarina clementina,10/1/2016,,Opcional,No
50202403,Jugo de kumquat,10/1/2016,,Opcional,No
50202404,Jugo de limón,10/1/2016,,Opcional,No
50202405,Jugo de limón amarillo,10/1/2016,,Opcional,No
50202406,Jugo de lima,10/1/2016,,Opcional,No
50202407,Jugo de mandarina,10/1/2016,,Opcional,No
50202408,Jugo de tangelo minneola,10/1/2016,,Opcional,No
50202409,Jugo de naranja,10/1/2016,,Opcional,No
50202410,Jugo de pomelo,10/1/2016,,Opcional,No
50202411,Jugo de satsuma,10/1/2016,,Opcional,No
50202412,Jugo de tangelo,10/1/2016,,Opcional,No
50202413,Jugo de tangerina,10/1/2016,,Opcional,No
50202414,Jugo de temple,10/1/2016,,Opcional,No
50202415,Jugo de ugli,10/1/2016,,Opcional,No
50202416,Concentrado de mandarina clementina,10/1/2016,,Opcional,No
50202418,Concentrado de kumquat,10/1/2016,,Opcional,No
50202419,Concentrado de limón,10/1/2016,,Opcional,No
50202420,Concentrado de limón amarillo,10/1/2016,,Opcional,No
50202421,Concentrado de mandarina,10/1/2016,,Opcional,No
50202422,Concentrado de minneola,10/1/2016,,Opcional,No
50202423,Concentrado de naranja,10/1/2016,,Opcional,No
50202424,Concentrado de pomelo,10/1/2016,,Opcional,No
50202425,Concentrado de satsuma,10/1/2016,,Opcional,No
50202426,Concentrado de tangelo,10/1/2016,,Opcional,No
50202427,Concentrado de mandarina,10/1/2016,,Opcional,No
50202428,Concentrado de temple,10/1/2016,,Opcional,No
50202429,Concentrado de ugli,10/1/2016,,Opcional,No
50202500,Jugos o concentrados de bayas frescas,10/1/2016,,Opcional,No
50202501,Concentrado de mora,10/1/2016,,Opcional,No
50202502,Concentrado de agras,10/1/2016,,Opcional,No
50202503,Concentrado de arándano,10/1/2016,,Opcional,No
50202504,Concentrado de uva,10/1/2016,,Opcional,No
50202505,Concentrado de frambuesa,10/1/2016,,Opcional,No
50202506,Concentrado de fresa,10/1/2016,,Opcional,No
50202507,Jugo de boysenberry,10/1/2016,,Opcional,No
50202508,Jugo de grosella,10/1/2016,,Opcional,No
50202509,Jugo de mora,10/1/2016,,Opcional,No
50202510,Jugo de agras,10/1/2016,,Opcional,No
50202511,Jugo de frambuesa,10/1/2016,,Opcional,No
50202512,Jugo de fresa,10/1/2016,,Opcional,No
50202513,Jugo de uva,10/1/2016,,Opcional,No
50202600,Jugos o concentrados de especies con pepitas frescas,10/1/2016,,Opcional,No
50202601,Jugo de manzana,10/1/2016,,Opcional,No
50202602,Jugo de pera,10/1/2016,,Opcional,No
50202700,Jugos o concentrados de especies con una semilla grande frescas,10/1/2016,,Opcional,No
50202701,Jugo de albaricoque,10/1/2016,,Opcional,No
50202702,Jugo de cereza,10/1/2016,,Opcional,No
50202703,Jugo de nectarina,10/1/2016,,Opcional,No
50202704,Jugo de durazno,10/1/2016,,Opcional,No
50202705,Jugo de ciruela,10/1/2016,,Opcional,No
50202706,Jugo de ciruela pasa,10/1/2016,,Opcional,No
50202800,Jugos o concentrados de especies tropicales frescas,10/1/2016,,Opcional,No
50202801,Concentrado de crema de coco,10/1/2016,,Opcional,No
50202802,Concentrado de fruta de kiwi,10/1/2016,,Opcional,No
50202803,Concentrado de mango,10/1/2016,,Opcional,No
50202804,Concentrado de maracuyá,10/1/2016,,Opcional,No
50202805,Concentrado de piña,10/1/2016,,Opcional,No
50202806,Concentrado de carambola,10/1/2016,,Opcional,No
50203000,Jugos o concentrados de melones frescos,10/1/2016,,Opcional,No
50203001,Concentrado de cantalupo,10/1/2016,,Opcional,No
50203002,Concentrado de melón honeydrew,10/1/2016,,Opcional,No
50203003,Concentrado de melón,10/1/2016,,Opcional,No
50211502,Cigarrillos o cigarros,10/1/2016,,Opcional,No
50211503,Tabaco para pipa o tabaco de hoja,10/1/2016,,Opcional,Opcional
50211504,Tabaco para mascar,10/1/2016,,Opcional,Opcional
50211505,Cigarrillos herbales,10/1/2016,,Opcional,No
50211506,Rapé,10/1/2016,,Opcional,No
50211600,"Productos, suministros y accesorios para tabaco",10/1/2016,,Opcional,No
50211607,Papel para cigarrillos o filtros,10/1/2016,,Opcional,No
50211608,Encendedores o mecha,10/1/2016,,Opcional,No
50211609,Pipas para fumar,10/1/2016,,Opcional,No
50211610,Limpiadores de tabaco para pipas,10/1/2016,,Opcional,No
50211611,Juego de fumador,10/1/2016,,Opcional,No
50211612,Encendedores para cigarrillos,10/1/2016,,Opcional,No
50221000,Legumbres,10/1/2016,,Opcional,No
50221001,Granos,10/1/2016,,Opcional,No
50221002,Harina,10/1/2016,,Opcional,No
50221100,Cereales,10/1/2016,,Opcional,Opcional
50221101,Grano de cereal,10/1/2016,,Opcional,Opcional
50221102,Grano de harina,10/1/2016,,Opcional,No
50221200,Cereales procesados,10/1/2016,,Opcional,Opcional
50221201,Cereal caliente o listo para comer,10/1/2016,,Opcional,Opcional
50221202,Barras de desayuno o de salud,10/1/2016,,Opcional,No
50221300,Harina y productos de molinos,10/1/2016,,Opcional,No
50221301,Harina vegetal,10/1/2016,,Opcional,No
50221302,Malta de cebada,10/1/2016,,Opcional,No
50221303,Almidón o harina comestible,10/1/2016,,Opcional,No
50221304,Harina de papa,10/1/2016,,Opcional,No
50301500,Manzanas,10/1/2016,,Opcional,No
50301501,Manzanas akane,10/1/2016,,Opcional,No
50301502,Manzana ambrosia,10/1/2016,,Opcional,No
50301503,Manzanas api,10/1/2016,,Opcional,No
50301504,Manzanas baldwin,10/1/2016,,Opcional,No
50301505,Manzanas brabum,10/1/2016,,Opcional,No
